index,context,target,output,domain
1211,i am a man pursuing a career as a brand ambassador in california.,i enjoy smooth and calm music.,"I am a man pursuing a career as a brand ambassador in California. I spend a lot of time sending out resumes, which can be stressful, so I enjoy smooth, calm music to help stay relaxed.",out_of_domain
1212,i am a man pursuing a career as a brand ambassador in california.,i enjoy smooth and calm music.,"I'm also looking for a job and listen to smooth, calming music when I'm preparing for an interview because it settles own my nerves.",out_of_domain
1213,i am a man pursuing a career as a brand ambassador in california.,i enjoy smooth and calm music.,What do you do in your spare time?,out_of_domain
1214,i like to work with my hands.,i am fan of everything from classic rock to rap.,I like working with music instead of my hands.  I like all kinds of music.,out_of_domain
1215,i like to work with my hands.,i am fan of everything from classic rock to rap.,I love playing the guitar and drums.,out_of_domain
1216,i like to work with my hands.,i am fan of everything from classic rock to rap.,I make music with my hands.,out_of_domain
1217,i had cows as pets growing up.,i like watching sports.,My favorite sports involve cowboys and rodeos.,out_of_domain
1219,i had cows as pets growing up.,i like watching sports.,I had horses as pets for racing.,out_of_domain
1220,i like eating vegetables.,i have trouble getting along with family.,I eat vegetables alone since I don't get along with my family.,out_of_domain
1221,i like eating vegetables.,i have trouble getting along with family.,I love vegetables but my parents and siblings don't.,out_of_domain
1222,i like long walks on the beach.,i love to eat eggplant.,I also love to cook on my free time.,out_of_domain
1223,i like to write my own songs.,i am a musician.,I have a lot of practice.,out_of_domain
1224,i like to write my own songs.,i am a musician.,I’m a musician and I’m finally getting the hang of writing my own songs.,out_of_domain
1225,i like to write my own songs.,i am a musician.,I've love to hear what songs you have written.,out_of_domain
1226,i hate school.,i enjoy summer walking and reading.,I love when it snows.,out_of_domain
1227,i hate school.,i enjoy summer walking and reading.,"Me too, I much prefer summer, taking walks and reading.",out_of_domain
1228,i hate school.,i enjoy summer walking and reading.,"I just don't like having to sit in a classroom all day, I really prefer the summer when I can go walking and read what I want.",out_of_domain
1229,i am a woman.,we have a dog.,I am a female pet lover.,out_of_domain
1230,i enjoy simple but filling foods.,i need things done my way.,I enjoy cooking but without interference.,out_of_domain
1231,i enjoy simple but filling foods.,i need things done my way.,I know a place that sells pre-made foods with standard ingredients.,out_of_domain
1232,i enjoy simple but filling foods.,i need things done my way.,"I'm with you, but it's hard to get that restaurants, so I cook for myself.",out_of_domain
1234," in 12 weeks , i will be a parent.",my favorite hobby is creating oil paintings.,As a parent I won't have time do do my favorite things.,out_of_domain
1235," in 12 weeks , i will be a parent.",my favorite hobby is creating oil paintings.,"When I was pregnant, I created a lot of paintings.  That's still my favorite hobby.",out_of_domain
1237,my mom has too many clothes.,i only own a single set of footwear.,I own way too many clothes so I try not to buy too many shoes.,out_of_domain
1238,my mom has too many clothes.,i only own a single set of footwear.,My mother has too many shoes.,out_of_domain
1239,i have a lot of plants in my house.,learning is exciting to me.,I have a lot of plants in my house which has led to creating a exciting learning environment.,out_of_domain
1240,i have a lot of plants in my house.,learning is exciting to me.,I've always wanted to know more about plants,out_of_domain
1241,i have a lot of plants in my house.,learning is exciting to me.,"As well as plants, I also have many books.",out_of_domain
1242,i have a lot of plants in my house.,learning is exciting to me.,I like to learn a lot about plants.,out_of_domain
1243,i have a lot of plants in my house.,learning is exciting to me.,I like to learn about plants.,out_of_domain
1244,i have a lot of plants in my house.,learning is exciting to me.,Plants are interesting living things to study.,out_of_domain
1245,i like alternative rock.,i love to crochet.,"It is among things I do while relaxing, although there are other things.",out_of_domain
1246,my mother is the greatest chef in the world.,i have been studying to become a doctor for two years.,I have gone down a different path than my mother.,out_of_domain
1247,my mother is the greatest chef in the world.,i have been studying to become a doctor for two years.,My mom cooks for me when I am in medical school since I don't have the time to cook.,out_of_domain
1249,my mother is a teacher in the city.,i work out daily.,"I started working out a lot after quitting my job and moving away from the city, because there are so many outdoor trails to run on.",out_of_domain
1253,my favorite pets are canines.,after almost half a decade my partner and i are engaged.,"As an engagement present, my partner and I got two pet dogs.",out_of_domain
1254,my favorite pets are canines.,after almost half a decade my partner and i are engaged.,I was walking my dog when I met my girl Mindy.,out_of_domain
1255,i wish i was an astronaut.,i have a freeloader at home.,My son wants to become an astronaut.,out_of_domain
1256,i wish i was an astronaut.,i have a freeloader at home.,"I'd be happy to get out of my house, let alone the planet.",out_of_domain
1257,i wish i was an astronaut.,i have a freeloader at home.,"I wanted my son to become an astronaut since he was good at engineering, but instead he just stays in his room under my roof eating my food.",out_of_domain
1258,i like watching sports.,i am not into having salads or even berries.,I get hungry when watching sports. I don't like eating healthy produce.,out_of_domain
1259,i like watching sports.,i am not into having salads or even berries.,me too. we watched the soccer game last week over a dinner of salad and fruit.,out_of_domain
1260,i like watching sports.,i am not into having salads or even berries.,Watching sports makes me want to get in shape.,out_of_domain
1261,i like watching sports.,i am not into having salads or even berries.,"I try to participate in sports as much as I can for heath, as I eat like crap.",out_of_domain
1262,i like watching sports.,i am not into having salads or even berries.,You should come to our superbowl party. So many wings and sandwiches. I'm not into salads or berries.,out_of_domain
1263,i like watching sports.,i am not into having salads or even berries.,I'm not into sports or anything healthy.,out_of_domain
1264,sometimes i like to visit thrift shops.,i am a ballet dancer.,I like to make costumes out of thrift shop finds.,out_of_domain
1265,sometimes i like to visit thrift shops.,i am a ballet dancer.,I sometime find many things related to ballet in the thrift shop,out_of_domain
